Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
,"Cowlitz County, WA",53015.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
,"Grant County, WA",53025.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
,"Grays Harbor County, WA",53027.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
,"King County, WA",53033.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0
,"Kitsap County, WA",53035.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Pierce County, WA",53053.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
,"Skagit County, WA",53057.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Snohomish County, WA",53061.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
,"Spokane County, WA",53063.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
,"Thurston County, WA",53067.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
,"Whatcom County, WA",53073.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
,"Yakima County, WA",53077.0,2004.0,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
,"Bay County, FL",12005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
,"Brevard County, FL",12009.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0
,"Broward County, FL",12011.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,224.0
,"Charlotte County, FL",12015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
,"Citrus County, FL",12017.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
,"Clay County, FL",12019.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
,"Collier County, FL",12021.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
,"Columbia County, FL",12023.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Duval County, FL",12031.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
,"Escambia County, FL",12033.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
,"Hernando County, FL",12053.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
,"Hillsborough County, FL",12057.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0
,"Indian River County, FL",12061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
,"Lake County, FL",12069.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
,"Lee County, FL",12071.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
,"Leon County, FL",12073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Manatee County, FL",12081.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
,"Marion County, FL",12083.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
,"Martin County, FL",12085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
,"Miami-Dade County, FL",12086.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0
,"Nassau County, FL",12089.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
,"Okaloosa County, FL",12091.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
,"Orange County, FL",12095.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
,"Osceola County, FL",12097.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Palm Beach County, FL",12099.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0
,"Pasco County, FL",12101.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
,"Pinellas County, FL",12103.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0
,"Polk County, FL",12105.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
,"St. Lucie County, FL",12111.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
,"Santa Rosa County, FL",12113.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
,"Sarasota County, FL",12115.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
,"Seminole County, FL",12117.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
,"Volusia County, FL",12127.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0
,"Walton County, FL",12131.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Bell County, TX",48027.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Bexar County, TX",48029.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0
,"Brazoria County, TX",48039.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
,"Cameron County, TX",48061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
,"Collin County, TX",48085.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
,"Dallas County, TX",48113.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0
,"Denton County, TX",48121.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
,"Ector County, TX",48135.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
,"El Paso County, TX",48141.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0
,"Fort Bend County, TX",48157.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Galveston County, TX",48167.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
,"Gregg County, TX",48183.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Hardin County, TX",48199.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Harris County, TX",48201.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,290.0
,"Jefferson County, TX",48245.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
,"Lubbock County, TX",48303.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
,"McLennan County, TX",48309.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Midland County, TX",48329.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
,"Montgomery County, TX",48339.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
,"Nueces County, TX",48355.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
,"Orange County, TX",48361.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
,"Tarrant County, TX",48439.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0
,"Taylor County, TX",48441.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
,"Travis County, TX",48453.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0
,"Webb County, TX",48479.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Wichita County, TX",48485.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
,"Williamson County, TX",48491.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
,"Benton County, WA",53005.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Clallam County, WA",53009.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
,"Clark County, WA",53011.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
,"Cowlitz County, WA",53015.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
,"Grant County, WA",53025.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"King County, WA",53033.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,189.0
,"Kitsap County, WA",53035.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Lewis County, WA",53041.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Pierce County, WA",53053.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0
,"Skagit County, WA",53057.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
,"Snohomish County, WA",53061.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0
,"Spokane County, WA",53063.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
,"Thurston County, WA",53067.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
,"Whatcom County, WA",53073.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Yakima County, WA",53077.0,2005.0,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
,"Bay County, FL",12005.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
,"Brevard County, FL",12009.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
,"Broward County, FL",12011.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,215.0
,"Citrus County, FL",12017.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
,"Clay County, FL",12019.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
,"Collier County, FL",12021.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
,"Duval County, FL",12031.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0
,"Escambia County, FL",12033.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
,"Hernando County, FL",12053.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
,"Hillsborough County, FL",12057.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0
,"Indian River County, FL",12061.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
,"Lake County, FL",12069.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
,"Lee County, FL",12071.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
,"Manatee County, FL",12081.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
,"Marion County, FL",12083.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
,"Martin County, FL",12085.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
,"Miami-Dade County, FL",12086.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0
,"Monroe County, FL",12087.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
,"Okaloosa County, FL",12091.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
,"Orange County, FL",12095.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0
,"Osceola County, FL",12097.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
,"Palm Beach County, FL",12099.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,162.0
,"Pasco County, FL",12101.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
,"Pinellas County, FL",12103.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,179.0
